Disaster Number,IH Program Declared,IA Program Declared,PA Program Declared,HM Program Declared,State ,Declaration Date,Disaster Type,Incident Type,Title,Incident Begin Date,Incident End Date,Disaster Close Out Date,Place Code,Declared County/Area,Declaration Request Number
4243,No,No,Yes,Yes,WA,2015-10-20 19:05:00,DR,Fire,WILDFIRES AND MUDSLIDES,2015-08-09 00:00:00,2015-09-10 12:00:00,,14240.0,Colville Indian Reservation,15081
4243,No,No,Yes,Yes,WA,2015-10-20 19:05:00,DR,Fire,WILDFIRES AND MUDSLIDES,2015-08-09 00:00:00,2015-09-10 12:00:00,,99007.0,Chelan (County),15081
4243,No,No,Yes,Yes,WA,2015-10-20 19:05:00,DR,Fire,WILDFIRES AND MUDSLIDES,2015-08-09 00:00:00,2015-09-10 12:00:00,,99019.0,Ferry (County),15081
4243,No,No,Yes,Yes,WA,2015-10-20 19:05:00,DR,Fire,WILDFIRES AND MUDSLIDES,2015-08-09 00:00:00,2015-09-10 12:00:00,,99043.0,Lincoln (County),15081
4243,No,No,Yes,Yes,WA,2015-10-20 19:05:00,DR,Fire,WILDFIRES AND MUDSLIDES,2015-08-09 00:00:00,2015-09-10 12:00:00,,99047.0,Okanogan (County),15081
4243,No,No,Yes,Yes,WA,2015-10-20 19:05:00,DR,Fire,WILDFIRES AND MUDSLIDES,2015-08-09 00:00:00,2015-09-10 12:00:00,,99051.0,Pend Oreille (County),15081
4243,No,No,Yes,Yes,WA,2015-10-20 19:05:00,DR,Fire,WILDFIRES AND MUDSLIDES,2015-08-09 00:00:00,2015-09-10 12:00:00,,99065.0,Stevens (County),15081
4243,No,No,Yes,Yes,WA,2015-10-20 19:05:00,DR,Fire,WILDFIRES AND MUDSLIDES,2015-08-09 00:00:00,2015-09-10 12:00:00,,99073.0,Whatcom (County),15081
4243,No,No,Yes,Yes,WA,2015-10-20 19:05:00,DR,Fire,WILDFIRES AND MUDSLIDES,2015-08-09 00:00:00,2015-09-10 12:00:00,,99077.0,Yakima (County),15081
4240,Yes,No,Yes,Yes,CA,2015-09-22 17:21:00,DR,Fire,VALLEY FIRE AND BUTTE FIRE,2015-09-09 00:00:00,2015-10-30 00:00:00,,99009.0,Calaveras (County),15076
4240,Yes,No,Yes,Yes,CA,2015-09-22 17:21:00,DR,Fire,VALLEY FIRE AND BUTTE FIRE,2015-09-09 00:00:00,2015-10-30 00:00:00,,99033.0,Lake (County),15076
3372,No,No,Yes,No,WA,2015-08-21 11:44:00,EM,Fire,WILDFIRES,2015-08-13 00:00:00,2015-09-10 00:00:00,2018-04-05 23:59:00,14240.0,Colville Indian Reservation,15065
3372,No,No,Yes,No,WA,2015-08-21 11:44:00,EM,Fire,WILDFIRES,2015-08-13 00:00:00,2015-09-10 00:00:00,2018-04-05 23:59:00,34715.0,Kalispel Indian Reservation,15065
3372,No,No,Yes,No,WA,2015-08-21 11:44:00,EM,Fire,WILDFIRES,2015-08-13 00:00:00,2015-09-10 00:00:00,2018-04-05 23:59:00,67105.0,Spokane Indian Reservation,15065
3372,No,No,Yes,No,WA,2015-08-21 11:44:00,EM,Fire,WILDFIRES,2015-08-13 00:00:00,2015-09-10 00:00:00,2018-04-05 23:59:00,79995.0,Yakama Reservation,15065
3372,No,No,Yes,No,WA,2015-08-21 11:44:00,EM,Fire,WILDFIRES,2015-08-13 00:00:00,2015-09-10 00:00:00,2018-04-05 23:59:00,99003.0,Asotin (County),15065
3372,No,No,Yes,No,WA,2015-08-21 11:44:00,EM,Fire,WILDFIRES,2015-08-13 00:00:00,2015-09-10 00:00:00,2018-04-05 23:59:00,99007.0,Chelan (County),15065
3372,No,No,Yes,No,WA,2015-08-21 11:44:00,EM,Fire,WILDFIRES,2015-08-13 00:00:00,2015-09-10 00:00:00,2018-04-05 23:59:00,99017.0,Douglas (County),15065
3372,No,No,Yes,No,WA,2015-08-21 11:44:00,EM,Fire,WILDFIRES,2015-08-13 00:00:00,2015-09-10 00:00:00,2018-04-05 23:59:00,99019.0,Ferry (County),15065
3372,No,No,Yes,No,WA,2015-08-21 11:44:00,EM,Fire,WILDFIRES,2015-08-13 00:00:00,2015-09-10 00:00:00,2018-04-05 23:59:00,99039.0,Klickitat (County),15065
3372,No,No,Yes,No,WA,2015-08-21 11:44:00,EM,Fire,WILDFIRES,2015-08-13 00:00:00,2015-09-10 00:00:00,2018-04-05 23:59:00,99047.0,Okanogan (County),15065
3372,No,No,Yes,No,WA,2015-08-21 11:44:00,EM,Fire,WILDFIRES,2015-08-13 00:00:00,2015-09-10 00:00:00,2018-04-05 23:59:00,99051.0,Pend Oreille (County),15065
3372,No,No,Yes,No,WA,2015-08-21 11:44:00,EM,Fire,WILDFIRES,2015-08-13 00:00:00,2015-09-10 00:00:00,2018-04-05 23:59:00,99059.0,Skamania (County),15065
3372,No,No,Yes,No,WA,2015-08-21 11:44:00,EM,Fire,WILDFIRES,2015-08-13 00:00:00,2015-09-10 00:00:00,2018-04-05 23:59:00,99063.0,Spokane (County),15065
3372,No,No,Yes,No,WA,2015-08-21 11:44:00,EM,Fire,WILDFIRES,2015-08-13 00:00:00,2015-09-10 00:00:00,2018-04-05 23:59:00,99065.0,Stevens (County),15065
3372,No,No,Yes,No,WA,2015-08-21 11:44:00,EM,Fire,WILDFIRES,2015-08-13 00:00:00,2015-09-10 00:00:00,2018-04-05 23:59:00,99077.0,Yakima (County),15065
4188,No,No,Yes,Yes,WA,2014-08-11 18:30:00,DR,Fire,WILDFIRES,2014-07-09 00:01:00,2014-08-05 23:59:00,,14240.0,Colville Indian Reservation,14068
4188,No,No,Yes,Yes,WA,2014-08-11 18:30:00,DR,Fire,WILDFIRES,2014-07-09 00:01:00,2014-08-05 23:59:00,,99037.0,Kittitas (County),14068
4188,No,No,Yes,Yes,WA,2014-08-11 18:30:00,DR,Fire,WILDFIRES,2014-07-09 00:01:00,2014-08-05 23:59:00,,99047.0,Okanogan (County),14068
3371,No,No,Yes,No,WA,2014-07-23 00:41:00,EM,Fire,WILDFIRES,2014-07-09 03:00:00,2014-08-05 00:00:00,2016-04-22 23:59:00,14240.0,Colville Indian Reservation,14055
3371,No,No,Yes,No,WA,2014-07-23 00:41:00,EM,Fire,WILDFIRES,2014-07-09 03:00:00,2014-08-05 00:00:00,2016-04-22 23:59:00,99007.0,Chelan (County),14055
3371,No,No,Yes,No,WA,2014-07-23 00:41:00,EM,Fire,WILDFIRES,2014-07-09 03:00:00,2014-08-05 00:00:00,2016-04-22 23:59:00,99047.0,Okanogan (County),14055
4158,No,No,Yes,Yes,CA,2013-12-13 14:00:00,DR,Fire,RIM FIRE,2013-08-17 15:25:00,2013-10-24 23:59:00,,99109.0,Tuolumne (County),13092
4142,No,No,Yes,Yes,CA,2013-08-29 16:30:00,DR,Fire,WILDFIRE,2013-07-29 00:00:00,2013-08-01 00:00:00,,37825.0,Karuk Reservation,13079
4134,Yes,No,Yes,Yes,CO,2013-07-26 18:55:00,DR,Fire,BLACK FOREST WILDFIRE,2013-06-11 14:00:00,2013-06-21 00:00:00,2018-12-06 23:59:00,99041.0,El Paso (County),13052
4133,Yes,No,Yes,Yes,CO,2013-07-26 11:11:00,DR,Fire,ROYAL GORGE FIRE,2013-06-11 14:00:00,2013-06-16 23:59:00,2018-09-28 23:59:00,99043.0,Fremont (County),13053
4078,Yes,No,No,Yes,OK,2012-08-22 19:00:00,DR,Fire,FREEDOM AND NOBLE WILDFIRES,2012-08-03 00:00:00,2012-08-14 00:00:00,,99027.0,Cleveland (County),12070
4078,Yes,No,No,Yes,OK,2012-08-22 19:00:00,DR,Fire,FREEDOM AND NOBLE WILDFIRES,2012-08-03 00:00:00,2012-08-14 00:00:00,,99037.0,Creek (County),12070
2999,No,No,Yes,No,OK,2012-08-03 17:55:00,FM,Fire,NOBLE FIRE,2012-08-03 15:30:00,2012-08-12 00:00:00,2015-09-30 23:59:00,99027.0,Cleveland (County),12063
2998,No,No,Yes,No,OK,2012-08-03 06:03:00,FM,Fire,GEARY FIRE ,2012-08-03 04:20:00,2012-08-07 00:00:00,2015-03-25 23:59:00,99011.0,Blaine (County),12062
4074,No,No,Yes,Yes,MT,2012-08-02 15:00:00,DR,Fire,WILDFIRE,2012-06-25 15:20:00,2012-07-10 00:00:00,2017-09-27 23:59:00,18340.0,Crow/Northern Cheyenne Area,12061
4074,No,No,Yes,Yes,MT,2012-08-02 15:00:00,DR,Fire,WILDFIRE,2012-06-25 15:20:00,2012-07-10 00:00:00,2017-09-27 23:59:00,99075.0,Powder River (County),12061
4074,No,No,Yes,Yes,MT,2012-08-02 15:00:00,DR,Fire,WILDFIRE,2012-06-25 15:20:00,2012-07-10 00:00:00,2017-09-27 23:59:00,99087.0,Rosebud (County),12061
2997,No,No,Yes,No,OK,2012-07-30 21:31:00,FM,Fire,FAIR GROUNDS FIRE COMPLEX,2012-07-30 12:19:29,2012-08-03 00:00:00,2015-09-23 23:59:00,,,12060
2996,No,No,Yes,No,SD,2012-07-20 20:09:00,FM,Fire,MYRTLE FIRE,2012-07-19 12:00:00,2012-07-23 23:59:00,2015-11-17 00:00:00,99033.0,Custer (County),12056
2995,No,No,Yes,No,WY,2012-07-03 00:58:00,FM,Fire,OIL CREEK FIRE ,2012-07-01 00:01:00,2012-07-07 00:00:00,2016-05-18 23:59:00,99045.0,Weston (County),12052
2994,No,No,Yes,No,UT,2012-07-02 22:38:00,FM,Fire,SHINGLE FIRE,2012-07-02 12:00:00,2012-07-09 23:59:00,2016-02-17 23:59:00,99025.0,Kane (County),12051
2993,No,No,Yes,No,WY,2012-07-02 00:30:00,FM,Fire,SQUIRREL CREEK FIRE ,2012-07-01 00:01:00,2012-07-07 00:00:00,2016-05-18 23:59:00,99001.0,Albany (County),12050
2992,No,No,Yes,No,WY,2012-06-29 20:10:00,FM,Fire,ARAPAHOE FIRE ,2012-06-29 00:01:00,2012-07-09 00:00:00,2015-08-12 23:58:00,99001.0,Albany (County),12049
2992,No,No,Yes,No,WY,2012-06-29 20:10:00,FM,Fire,ARAPAHOE FIRE ,2012-06-29 00:01:00,2012-07-09 00:00:00,2015-08-12 23:58:00,99009.0,Converse (County),12049
2992,No,No,Yes,No,WY,2012-06-29 20:10:00,FM,Fire,ARAPAHOE FIRE ,2012-06-29 00:01:00,2012-07-09 00:00:00,2015-08-12 23:58:00,99031.0,Platte (County),12049
2991,No,No,Yes,No,UT,2012-06-29 19:40:00,FM,Fire,ROSE CREST FIRE,2012-06-29 12:00:00,2012-06-30 23:59:00,2016-02-17 23:59:00,99035.0,Salt Lake (County),12048
4067,Yes,No,Yes,Yes,CO,2012-06-28 23:45:00,DR,Fire,HIGH PARK AND WALDO CANYON WILDFIRES,2012-06-09 18:30:00,2012-07-11 23:59:00,2018-10-03 23:59:00,99041.0,El Paso (County),12039
4067,Yes,No,Yes,Yes,CO,2012-06-28 23:45:00,DR,Fire,HIGH PARK AND WALDO CANYON WILDFIRES,2012-06-09 18:30:00,2012-07-11 23:59:00,2018-10-03 23:59:00,99069.0,Larimer (County),12039
4067,Yes,No,Yes,Yes,CO,2012-06-28 23:45:00,DR,Fire,HIGH PARK AND WALDO CANYON WILDFIRES,2012-06-09 18:30:00,2012-07-11 23:59:00,2018-10-03 23:59:00,99119.0,Teller (County),12039
2990,No,No,Yes,No,UT,2012-06-27 23:50:00,FM,Fire,CLAY SPRINGS FIRE,2012-06-27 14:00:00,2012-07-07 23:59:00,2016-02-17 23:59:00,99027.0,Millard (County),12041
2989,No,No,Yes,No,MT,2012-06-27 16:40:00,FM,Fire,ASH CREEK FIRE,2012-06-25 16:30:00,2012-07-06 00:00:00,2016-12-19 23:59:00,99075.0,Powder River (County),12040
2989,No,No,Yes,No,MT,2012-06-27 16:40:00,FM,Fire,ASH CREEK FIRE,2012-06-25 16:30:00,2012-07-06 00:00:00,2016-12-19 23:59:00,99087.0,Rosebud (County),12040
2988,No,No,Yes,No,MT,2012-06-26 22:50:00,FM,Fire,DAHL FIRE,2012-06-26 12:45:00,2012-07-02 00:00:00,2016-12-14 00:00:00,99065.0,Musselshell (County),12036
